# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 2026neb
# CHANNEL = B+R
# EXPNUM = 26_174_031_003
# MJD-OBS = 61214.438872
# DATE-OBS = 2026-06-23T10:31:59
# EXPTIME = 1800.0s
# AIRMASS = 1.00
# FLUXCAL_RMS_B = 0.063 mag
# FLUXCAL_RMS_R = 0.071 mag
# RA = 17:56:12.99
# DEC = 18:10:24.09
# wl fl err
# [A] [erg/s/cm2/A]
3799.480000 8.737795e-19 9.919154e-18
3802.480000 -9.813788e-18 1.005889e-17
3805.480000 -6.507627e-18 1.116904e-17
3808.480000 -3.540053e-18 1.085707e-17
3811.480000 7.315505e-18 9.971809e-18
3814.480000 1.930798e-17 1.065479e-17
3817.480000 2.656589e-17 1.156369e-17
3820.480000 2.332063e-17 1.092169e-17
3823.480000 2.721652e-17 1.011402e-17
3826.480000 3.042512e-17 1.097946e-17
3829.480000 3.398790e-17 1.156859e-17
3832.480000 4.190819e-17 1.081402e-17
3835.480000 2.841000e-17 1.020289e-17
3838.480000 2.255934e-17 1.125338e-17
3841.480000 2.288895e-17 1.161559e-17
3844.480000 1.201681e-17 1.036800e-17
3847.480000 3.270356e-17 1.028681e-17
3850.480000 2.833537e-17 1.155058e-17
3853.480000 6.316710e-18 1.159722e-17
3856.480000 1.177331e-18 1.010330e-17
3859.480000 -3.145905e-18 1.004587e-17
3862.480000 2.515277e-18 1.145232e-17
3865.480000 1.035302e-18 1.110521e-17
3868.480000 8.774398e-18 9.853313e-18
3871.480000 7.390358e-18 1.011836e-17
3874.480000 7.732237e-18 1.096670e-17
3877.480000 2.868048e-19 1.067529e-17
3880.480000 -5.546597e-18 9.505700e-18
3883.480000 -4.422834e-19 1.006053e-17
3886.480000 1.029436e-17 1.081963e-17
3889.480000 3.449195e-18 1.006838e-17
3892.480000 -4.741798e-18 9.161731e-18
3895.480000 -1.608187e-18 1.002850e-17
3898.480000 1.318402e-17 1.067958e-17
3901.480000 1.390698e-17 9.946667e-18
3904.480000 1.774727e-17 9.428847e-18
3907.480000 1.439075e-17 1.043251e-17
3910.480000 1.098709e-17 1.076640e-17
3913.480000 2.350696e-17 9.864700e-18
3916.480000 1.558252e-17 9.438694e-18
3919.480000 4.009223e-18 1.032756e-17
3922.480000 6.823859e-18 1.037384e-17
3925.480000 5.312377e-18 9.099388e-18
3928.480000 8.118150e-18 9.032491e-18
3931.480000 6.559830e-18 1.004378e-17
3934.480000 3.488040e-18 9.935216e-18
3937.480000 1.604870e-17 9.100382e-18
3940.480000 1.428235e-17 9.118801e-18
3943.480000 8.511879e-18 1.051674e-17
3946.480000 2.972970e-17 1.046354e-17
3949.480000 3.075923e-17 9.186905e-18
3952.480000 4.098986e-17 9.613334e-18
3955.480000 2.587920e-17 1.018418e-17
3958.480000 2.618735e-17 9.780571e-18
3961.480000 3.101806e-17 8.953452e-18
3964.480000 1.736823e-17 9.422549e-18
3967.480000 2.753373e-17 9.974018e-18
3970.480000 3.793637e-17 9.332145e-18
3973.480000 3.686342e-17 8.756785e-18
3976.480000 3.879132e-17 9.812551e-18
3979.480000 2.245580e-17 1.025268e-17
3982.480000 3.333637e-17 9.603020e-18
3985.480000 2.723247e-17 9.230867e-18
3988.480000 3.133184e-17 1.042547e-17
3991.480000 3.194362e-17 1.049263e-17
3994.480000 3.811218e-17 9.460759e-18
3997.480000 3.638026e-17 9.333190e-18
4000.480000 3.825358e-17 1.049861e-17
4003.480000 3.254624e-17 1.037386e-17
4006.480000 1.220123e-17 8.888518e-18
4009.480000 9.496968e-18 8.968306e-18
4012.480000 1.613957e-17 1.007981e-17
4015.480000 1.963140e-17 9.872013e-18
4018.480000 8.011451e-18 8.645040e-18
4021.480000 1.148269e-17 9.064375e-18
4024.480000 1.675528e-17 9.868791e-18
4027.480000 1.249252e-17 9.330354e-18
4030.480000 1.526613e-17 8.569353e-18
4033.480000 2.915001e-17 9.335757e-18
4036.480000 2.987421e-17 1.003627e-17
4039.480000 3.588168e-17 9.346876e-18
4042.480000 1.665263e-17 8.634109e-18
4045.480000 1.543214e-17 9.567514e-18
4048.480000 2.065533e-17 1.007842e-17
4051.480000 1.563694e-17 9.184117e-18
4054.480000 1.586962e-17 8.861535e-18
4057.480000 1.436396e-17 9.779843e-18
4060.480000 1.202251e-17 9.904351e-18
4063.480000 5.872926e-18 8.744566e-18
4066.480000 -1.948029e-18 8.610072e-18
4069.480000 9.435209e-18 9.995625e-18
4072.480000 1.507534e-17 9.917409e-18
4075.480000 1.876646e-17 8.743963e-18
4078.480000 2.705950e-17 8.993310e-18
4081.480000 1.034040e-17 9.820695e-18
4084.480000 8.355775e-18 9.692967e-18
4087.480000 8.339970e-18 8.717641e-18
4090.480000 1.564595e-17 9.361613e-18
4093.480000 1.576363e-17 1.035286e-17
4096.480000 1.257975e-17 9.876418e-18
4099.480000 4.538657e-18 9.082042e-18
4102.480000 1.045746e-17 9.745161e-18
4105.480000 2.842895e-17 1.062528e-17
4108.480000 2.729487e-17 1.003388e-17
4111.480000 3.202254e-17 9.400933e-18
4114.480000 3.561104e-17 1.007187e-17
4117.480000 3.054071e-17 1.032779e-17
4120.480000 2.458863e-17 9.280699e-18
4123.480000 1.606897e-17 8.547459e-18
4126.480000 2.455488e-17 9.536091e-18
4129.480000 3.928239e-17 9.909550e-18
4132.480000 2.638602e-17 8.724651e-18
4135.480000 1.642912e-17 8.303350e-18
4138.480000 2.875417e-17 9.509256e-18
4141.480000 4.141853e-17 9.632861e-18
4144.480000 4.445115e-17 8.464035e-18
4147.480000 3.881237e-17 8.351061e-18
4150.480000 6.191169e-17 9.721574e-18
4153.480000 6.293338e-17 9.608296e-18
4156.480000 4.066223e-17 8.262933e-18
4159.480000 3.224277e-17 8.408038e-18
4162.480000 3.421797e-17 9.370923e-18
4165.480000 2.958932e-17 9.050591e-18
4168.480000 3.465011e-17 8.306301e-18
4171.480000 3.282421e-17 8.943767e-18
4174.480000 2.557835e-17 9.323862e-18
4177.480000 3.346832e-17 8.840210e-18
4180.480000 3.339370e-17 8.172600e-18
4183.480000 5.437883e-17 9.051471e-18
4186.480000 3.371943e-17 9.212527e-18
4189.480000 1.853259e-17 8.427961e-18
4192.480000 2.462560e-17 8.279172e-18
4195.480000 3.167518e-17 9.290177e-18
4198.480000 4.343904e-17 9.717070e-18
4201.480000 4.107350e-17 8.731615e-18
4204.480000 3.678460e-17 8.517340e-18
4207.480000 2.491709e-17 9.638837e-18
4210.480000 4.396602e-17 1.001299e-17
4213.480000 5.269086e-17 8.975144e-18
4216.480000 4.887044e-17 8.823520e-18
4219.480000 3.492198e-17 9.780188e-18
4222.480000 1.206882e-17 9.327565e-18
4225.480000 2.566929e-17 8.327309e-18
4228.480000 2.176182e-17 8.370838e-18
4231.480000 2.579756e-17 9.130585e-18
4234.480000 1.536837e-17 8.622673e-18
4237.480000 3.225611e-17 7.920406e-18
4240.480000 3.353558e-17 8.337038e-18
4243.480000 4.156258e-17 9.019048e-18
4246.480000 3.347080e-17 8.485288e-18
4249.480000 3.581647e-17 7.869854e-18
4252.480000 3.074152e-17 8.273721e-18
4255.480000 2.268923e-17 8.676276e-18
4258.480000 3.528654e-17 8.279798e-18
4261.480000 4.025040e-17 7.814641e-18
4264.480000 4.362062e-17 8.629239e-18
4267.480000 3.425769e-17 8.851660e-18
4270.480000 2.303094e-17 7.922244e-18
4273.480000 3.308589e-17 7.709758e-18
4276.480000 3.996775e-17 8.728497e-18
4279.480000 2.869176e-17 8.749460e-18
4282.480000 3.205365e-17 7.838784e-18
4285.480000 4.127570e-17 7.839580e-18
4288.480000 4.595519e-17 8.787063e-18
4291.480000 5.112819e-17 8.870496e-18
4294.480000 4.421479e-17 7.707393e-18
